Link,ชื่อ,ผู้ว่าจ้าง,แฟลตฟอร์ม,บริการ,ราคา,ยอดเดิม,ยอดรวม,เพิ่มฟอลต่างาชาติ,แถม,ทำไปแล้ว,คงเหลือต่างชาติ,เพิ่มฟอลไทย,แถม,ทำไปแล้ว,คงเหลือไทย,วันที่เริ่ม,วันที่สิ้นสุด,เวลาที่ใช้ไป,สถานะ,หมายเหตุ,,ค่าใช่จ่าย
https://www.instagram.com/kim____tara?igsh=OTZ3ZjA2cXEzZnNh&utm_source=qr,kim____tara,https://chat.fastwork.co/room/P2X7xz-9ta,,ไทย,,,250,,,,0,250,,,250,,,,ยังไม่เริ่ม,เก็บยอด,,
https://www.instagram.com/p/DaQHQsOkq30/?igsh=MTg0cjFoNWQwMTlvZw==,chommmww,https://chat.fastwork.co/room/PLF2wdFSiM,ig : ไลค์,ไทย,200,0,220,,,,0,200,20,,220,1/7/2026,3/7/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/simplusappliance?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,simplusappliance,https://chat.fastwork.co/room/mMn9wEjlCK,ig : ฟอล,ไทย,150,,220,,,,0,220,,,220,2/7/2026,15/7/2026,14,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/amitachan.p?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,amitachan.p,https://chat.fastwork.co/room/MTIWkHVlncc,ig : ฟอล,ไทย,150,"2,006","2,226",,,,0,220,,,220,3/7/2026,4/7/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.tiktok.com/@catceleb.petcare,CATCELEB - แชมพูอาบน้ําสัตว์,https://chat.fastwork.co/room/hchUiN27mU,tiktok : ตต,ไทย,"1,000",0,"1,300",,,,0,"1,100",200,865,435,3/7/2026,17/7/2026,15,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/suvicha.life?igsh=MXMwczVsdHYwYnh4bg%3D%3D&utm_source=qr,,https://chat.fastwork.co/message/RM0JECDH,ig : ฟอล,ไทย,500,1,751,,,,0,650,100,554,196,4/7/2026,7/7/2026,4,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/peacedude_w?igsh=YzhocmJ1Nm1tZTA4&utm_source=qr,peacedude_w,https://chat.fastwork.co/message/9JMVXLXR,ig : ฟอล,ต่างชาติ,150,171,"1,271",,,,0,"1,000",100,,"1,100",4/7/2026,5/7/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/ix_naphich?utm_source=qr ,ix_naphich,https://chat.fastwork.co/message/AFT8EW5F,ig : ฟอล,ไทย,500,"1,739","2,489",,,,0,650,100,,750,6/7/2026,7/7/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/mawin.kub/,,https://chat.fastwork.co/room/eOEnBCkVQf,ig : ฟอล,ไทย,"2,000",600,"3,800",,,,0,"2,800",400,,"3,200",6/7/2026,9/7/2026,4,เสร็จสิ้นปิดงานแล้ว,,,
https://www.facebook.com/share/p/18wEmjFsCz/,,https://chat.fastwork.co/room/eOEnBCkVQf,facebook : ไลค์,ต่างชาติ,450,2,"3,652","2,650","1,000","2,000","1,650",,,,0,8/7/2026,10/7/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/fiahfah/,,https://chat.fastwork.co/room/58rdIJAd56,ig : ฟอล,ผสม,700,"4,996","7,846","2,200",200,200,"2,200",400,50,,450,9/7/2026,15/7/2026,7,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/tarn.dener?igsh=ZWk2MjY1d3g5NmVq,,,ig : ฟอล,ไทย,700,173,"1,223",,,,0,850,200,,"1,050",10/7/2026,12/7/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/kikihouse.co,,,ig : ฟอล,ไทย,500,224,974,,,,0,650,100,,750,10/7/2026,,,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DapqV8Akv4_B098TbIrWR8Vvv91oTgeGwvlGT80/?igsh=anBuNXJmcW4yanU0,,,ig : ไลค์,ไทย,350,6,86,,,,0,80,,,80,11/7/2026,,,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DapSRyEEn4FgVu4AfCKYrjig1S33EpKkgu9NFs0/?igsh=MTNzemphMzlhZ2tjOA==,,,ig : ไลค์,ไทย,,5,85,,,,0,80,,,80,11/7/2026,,,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/Daoq1odEnzZ4gHCyCQceStEtvLWUNmvWuNuEr80/?igsh=MTM5b3U5b3BuZXBkcg==,,,ig : ไลค์,ไทย,,7,87,,,,0,80,,,80,11/7/2026,,,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/fitme.rentme?igsh=MTdvcWFzY3p4cnh3eA%3D%3D&utm_source=qr,,,ig : ฟอล,ต่างชาติ,150,63,"1,263","1,000",200,,"1,200",,,,0,14/7/2026,,,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/miri.isyours?igsh=MXI3MzhxOTdmZ2dpNA==,miri.isyours,https://chat.fastwork.co/room/gQBTPkcp8g,ig : ฟอล,ไทย,450,1,541,,,,0,490,50,,540,16/7/2026,20/7/2026,5,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/spar_pearl?igsh=MWhjamhqYXVpaGc1dg==,spar_pearl,https://chat.fastwork.co/room/hoUos53eqN,ig : ฟอล,ไทย,450,2,542,,,,0,490,50,,540,18/7/2026,22/7/2026,5,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/djmawonn?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,djmawonn,https://chat.fastwork.co/room/2aLauXAbwS,ig : ฟอล,ไทย,"1,000",8,"1,258",,,,0,"1,150",100,860,390,22/7/2026,7/8/2026,17,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/lumo.officialth?igsh=azdqeDU4Z28xNTR3,lumo.officialth,https://chat.fastwork.co/room/7gRmRwAvmC,ig : ฟอล,ต่างชาติ,350,2,"2,452","2,250",200,,"2,450",,,,0,23/7/2026,25/7/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/bigtangka?igsh=bzVqZXRrZDlnOWlm,bigtangka,https://chat.fastwork.co/message/QRG5RGWY,ig : ฟอล,ต่างชาติ,350,874,"3,324","2,250",200,"2,400",50,,,,0,25/7/2026,29/7/2026,5,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/bigtangka?igsh=bzVqZXRrZDlnOWlm,bigtangka,https://chat.fastwork.co/message/QRG5RGWY,ig : ฟอล,ไทย,350,"3,324","3,744",,,,0,370,50,,420,25/7/2026,29/7/2026,5,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/run.btw?igsh=MWxvOXFlcmI5N3o5MQ==,run.btw,https://chat.fastwork.co/message/MW9CGU0Q,ig : ฟอล,ไทย,125,947,"1,097",,,,0,150,,,150,25/7/2026,26/7/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/prsnam?igsh=MTFkcnJyaGM2ZDgxNw==,prsnam,https://chat.fastwork.co/message/ZWUPSWHL,ig : ฟอล,ไทย,350,"1,993","2,413",,,,0,370,50,,420,24/7/2026,26/7/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/chananthida___aa?igsh=MTdyd2hhejRrempvMg%3D%3D&utm_source=qr,chananthida___aa,https://chat.fastwork.co/room/Sq_NJuVacP,ig : ฟอล,ไทย,150,299,479,,,,0,180,,,180,27/7/2026,27/7/2026,1,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DbScniZkdZfCuFWlQzgvrBw-652OTVtPT0TSKA0/?igsh=MWc5cnFtdXB6Nm54bA==,,https://chat.fastwork.co/message/ZWUPSWHL,ig : ไลค์,ไทย,150,32,212,,,,0,180,,,180,27/7/2026,28/7/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/goodbook789?igsh=MWJ2a3drMzdqaDg1NA==,,https://chat.fastwork.co/room/l1cig3pQWj,ig : ฟอล,ไทย,450,504,"1,044",,,,0,490,50,,540,27/7/2026,28/7/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DbVhbuvk8F8/?igsh=MXF1cWRjMGJzZzQ0eg==,,https://chat.fastwork.co/message/5SRXB44L,ig : ไลค์,ไทย,150,10,40,,,,0,30,,,30,27/7/2026,3/8/2026,8,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DbVhbuvk8F8/?igsh=MXF1cWRjMGJzZzQ0eg==,,,,,,,,,,,0,30,,,30,28/7/2026,4/8/2026,8,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DbVhbuvk8F8/?igsh=MXF1cWRjMGJzZzQ0eg==,,,,,,,,,,,0,30,,,30,29/7/2026,5/8/2026,8,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DbS0avviRfV/?igsh=NnUwdGcwbnhkazM5,,,,,,,,,,,0,30,,,30,30/7/2026,6/8/2026,8,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DbS0avviRfV/?igsh=NnUwdGcwbnhkazM5,,,,,,,,,,,,30,,,30,2/8/2026,7/8/2026,6,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/im_mafair?igsh=MWozNWhmZmpnMXNpcg%3D%3D&utm_source=qr,,https://chat.fastwork.co/message/VK09XBN4,ig : ฟอล,ไทย,150,975,"1,155",,,,0,180,,,180,28/7/2026,30/7/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/_laviitra_?igsh=MWtybzVoODl2a2Z2NQ%3D%3D,,https://chat.fastwork.co/room/rTQyTO_mk-,ig : ฟอล,ไทย,200,,480,,,,0,240,240,,480,30/7/2026,1/8/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/my.memories.flowershop?igsh=MWRwcnRydXdycDYzbQ%3D%3D&utm_source=qr,,https://chat.fastwork.co/room/x4KDLXWKQ-,ig : ฟอล,ต่างชาติ,"1,200","1,865","11,865","8,600","1,400","4,000","6,000",,,,0,31/7/2026,2/8/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.tiktok.com/@my.memories.flowershop?_r=1&_t=ZS-98UJ5Z3t1H7,,https://chat.fastwork.co/room/x4KDLXWKQ-,tiktok : ตต,ไทย,"1,000","1,532","2,482",,,,0,810,140,803,147,31/7/2026,9/8/2026,10,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/nx_nutttt16?igsh=aW9keHpiaWdia2Zq&utm_source=qr,,https://chat.fastwork.co/room/4om6hRJ0eQ,ig : ฟอล,ไทย,150,431,611,,,,0,180,,,180,1/8/2026,2/8/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/lookkaew_sireepat?igsh=MTFyMmtwcTBqZmdxNQ==,,https://chat.fastwork.co/room/N6XxZexzQr,ig : ฟอล,ไทย,"1,600","10,300","12,400",,,,0,"1,900",200,"1,582",518,1/8/2026,8/8/2026,8,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/arthurchry?igsh=MXF0bm5odXIzc25lZg%3D%3D&utm_source=qr,,https://chat.fastwork.co/message/ZGS3T987,ig : ฟอล,ไทย,550,"1,401","2,061",,,,0,610,50,365,295,3/8/2026,7/8/2026,5,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/releep.care?igsh=dXZ5YzBtNjYxdzU2,,https://chat.fastwork.co/message/96091B8D,ig : ฟอล,ไทย,350,1,421,,,,0,370,50,432,-12,4/8/2026,5/8/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/candl.official?igsh=MXEzdDRta2V0dmFqZA%3D%3D&utm_source=qr,,https://chat.fastwork.co/message/MKWFWKCS,ig : ฟอล,ไทย,950,3,"1,153",,,,0,"1,090",60,"1,178",-28,4/8/2026,6/8/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/beaumethailand/,,https://chat.fastwork.co/message/5JMOR6BE,ig : ฟอล,ต่างชาติ,"1,700",0,650,650,,,650,,,,0,4/8/2026,10/8/2026,7,เสร็จสิ้น,,,
https://www.instagram.com/beaumethailand/,,https://chat.fastwork.co/message/5JMOR6BE,ig : ฟอล,ไทย,,650,"2,650",,,,0,"1,900",100,"1,948",52,4/8/2026,10/8/2026,7,เสร็จสิ้น,,,
https://www.instagram.com/duke.dick56?igsh=MWV4bWcyZHhldWI1eQ%3D%3D&utm_source=qr,,https://chat.fastwork.co/message/R3W7HIQ3,ig : ฟอล,ต่างชาติ,150,47,"1,047","1,000",,"1,200",-200,,,,0,4/8/2026,7/8/2026,4,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/duke.dick56?igsh=MWV4bWcyZHhldWI1eQ%3D%3D&utm_source=qr,,https://chat.fastwork.co/message/R3W7HIQ3,ig : ฟอล,ไทย,150,"1,047","1,227",,,,0,180,,190,-10,4/8/2026,7/8/2026,4,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/bew_311047?igsh=MWlnNGswdHEybHAxbQ%3D%3D&utm_s,,https://chat.fastwork.co/room/g_4M4VHaWa,ig : ฟอล,ไทย,150,108,288,,,,0,180,,149,31,6/8/2026,9/8/2026,4,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/najeamss?igsh=NzV3Nm4wZmkwYzR1&utm_source=qr,,https://chat.fastwork.co/message/VHQFV75N,ig : ฟอล,ต่างชาติ,950,"10,900","17,550","6,450",200,"6,099",551,,,,0,7/8/2026,12/8/2026,6,เสร็จสิ้น,,,
https://www.instagram.com/p/DbxgBNKkuoH/?igsh=enZsN25taDFyZGpy,,https://chat.fastwork.co/message/B0OEAU5L,ig : ไลค์,ไทย,125,3,153,,,,0,150,,,150,8/8/2026,9/8/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/praewsirinn?igsh=MXUxMXNkOWIxNmZ1OA%3D%3D&utm_source=qr,,https://chat.fastwork.co/message/FKZMVU6A,ig : ฟอล,ไทย,350,614,"1,034",,,,0,370,50,300,120,9/8/2026,10/8/2026,2,เสร็จสิ้น,,,
https://www.instagram.com/chabaswim?igsh=MWZyMzU2YTNuOHF4OA%3D%3D&utm_source=qr,,https://chat.fastwork.co/message/B2AZ2HF1,ig : ฟอล,ต่างชาติ,150,519,"1,519","1,000",,300,700,,,,0,9/8/2026,12/8/2026,4,เสร็จสิ้น,,,
https://www.instagram.com/orry.str?utm_source=qr,,https://chat.fastwork.co/message/BU22JX8H,ig : ฟอล,ไทย,150,995,"1,175",,,,0,180,,18,162,10/8/2026,12/8/2026,3,เสร็จสิ้น,,,
https://www.instagram.com/nattanine?igsh=MjcxcGNwYm5tOXFl&utm_source=qr,,https://chat.fastwork.co/message/I6DCX7L8,ig : ฟอล,ไทย,450,759,"1,299",,,,0,490,50,530,10,11/8/2026,,,กำลังดำเนินการ,,,
https://www.facebook.com/share/1Cuj7DNM7f/,,https://chat.fastwork.co/message/ISOB8CGA,facebook : ตต,ไทย,150,721,901,,,,0,180,,,180,11/8/2026,12/8/2026,2,เสร็จสิ้น,,,
https://www.instagram.com/ihatetomatoclub?igsh=aG1za2pudDV6bnJn&utm_source=qr,,https://chat.fastwork.co/message/0QVD5ESD,ig : ฟอล,ไทย,850,74,"1,094",,,,0,970,50,"1,010",10,11/8/2026,,,กำลังดำเนินการ,เร่ง,,
https://www.instagram.com/p/Db7a3DnEpSG/?img_index=5&igsh=MWo0N201YnJtdWhjeg==,,https://chat.fastwork.co/message/32VDIQUW,ig : ไลค์,ไทย,125,2,152,,,,0,150,,,150,12/8/2026,,,กำลังดำเนินการ,,,
,,,,,,,0,,,,0,,,,0,,,,ยังไม่เริ่ม,,,
,,,,,,,0,,,,0,,,,0,,,,ยังไม่เริ่ม,,,
,,,,,,,0,,,,0,,,,0,,,,ยังไม่เริ่ม,,,
,,,,,,,0,,,,0,,,,0,,,,ยังไม่เริ่ม,,,
